anio_lectivo,amie,nombre_institucion,provincia,cod_provincia,canton,cod_canton,nivel_educacion,sostenimiento,total_estudiantes,bach_3_masculino,bach_3_femenino,provincia_normalizada,canton_normalizado,bachilleres_3ro
2023-2024 INICIO,11H00889,UNIDAD EDUCATIVA DR HUGO GUILLERMO GONZALEZ,LOJA,11,ESPINDOLA,1106,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,81,3,7,LOJA,ESPINDOLA,10
2023-2024 INICIO,09H05207,UNIDAD EDUCATIVA DR ISIDRO AYORA CUEVA,GUAYAS,9,ISIDRO AYORA,928,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1033,103,103,GUAYAS,ISIDRO AYORA,206
2023-2024 INICIO,15H00056,UNIDAD EDUCATIVA DR JAIME HURTADO GONZALEZ,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,328,12,5,NAPO,TENA,17
2023-2024 INICIO,09H04352,UNIDAD EDUCATIVA DR JOSE FALCONI VILLAGOMEZ,GUAYAS,9,NARANJAL,911,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,508,42,49,GUAYAS,NARANJAL,91
2023-2024 INICIO,13H05429,UNIDAD EDUCATIVA DR JOSÉ MARÍA EGAS,MANABI,13,CHONE,1303,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,843,51,26,MANABI,CHONE,77
2023-2024 INICIO,05H00047,UNIDAD EDUCATIVA DR JOSE MARIA VELASCO IBARRA,COTOPAXI,5,LATACUNGA,501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1157,23,38,COTOPAXI,LATACUNGA,61
2023-2024 INICIO,07H00879,UNIDAD EDUCATIVA DR LEONIDAS GARCIA ORTIZ,EL ORO,7,PASAJE,709,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,649,23,27,EL ORO,PASAJE,50
2023-2024 INICIO,13H05399,UNIDAD EDUCATIVA DR LUIS AVEIGA BARBERAN,MANABI,13,EL CARMEN,1304,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,2082,68,70,MANABI,EL CARMEN,138
2023-2024 INICIO,24H00261,UNIDAD EDUCATIVA DR LUIS CELLERI AVILES,SANTA ELENA,24,LA LIBERTAD,2402,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,2203,243,285,SANTA ELENA,LA LIBERTAD,528
2023-2024 INICIO,11H00147,UNIDAD EDUCATIVA DR MANUEL AGUSTIN CABRERA LOZANO,LOJA,11,LOJA,1101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,515,18,25,LOJA,LOJA,43
2023-2024 INICIO,09H02414,UNIDAD EDUCATIVA DR MANUEL ELICIO FLOR,GUAYAS,9,GUAYAQUIL,901,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,114,9,2,GUAYAS,GUAYAQUIL,11
2023-2024 INICIO,06H01064,UNIDAD EDUCATIVA DR MANUEL RODRIGUEZ OROZCO,CHIMBORAZO,6,GUANO,607,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,188,14,11,CHIMBORAZO,GUANO,25
2023-2024 INICIO,09H04302,UNIDAD EDUCATIVA DR MIGUEL ENCALADA MORA,GUAYAS,9,NARANJAL,911,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1869,34,27,GUAYAS,NARANJAL,61
2023-2024 INICIO,05H00286,UNIDAD EDUCATIVA DR NESTOR MOGOLLON LOPEZ,COTOPAXI,5,LA MANA,502,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,687,30,37,COTOPAXI,LA MANA,67
2023-2024 INICIO,06H00008,UNIDAD EDUCATIVA DR NICANOR LARREA LEON,CHIMBORAZO,6,RIOBAMBA,601,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1275,45,42,CHIMBORAZO,RIOBAMBA,87
2023-2024 INICIO,13H01071,UNIDAD EDUCATIVA DR ODILON GOMEZ ANDRADE,MANABI,13,CHONE,1303,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,526,28,11,MANABI,CHONE,39
2023-2024 INICIO,13H01393,UNIDAD EDUCATIVA DR OSWALDO CASTRO INTRIAGO,MANABI,13,CHONE,1303,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,190,8,14,MANABI,CHONE,22
2023-2024 INICIO,24H00036,UNIDAD EDUCATIVA DR OTTO AROSEMENA GÓMEZ,SANTA ELENA,24,SANTA ELENA,2401,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,2225,69,74,SANTA ELENA,SANTA ELENA,143
2023-2024 INICIO,09H04204,UNIDAD EDUCATIVA DR PAUL PONCE RIVADENEIRA,GUAYAS,9,MILAGRO,910,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,448,46,18,GUAYAS,MILAGRO,64
2023-2024 INICIO,12H01702,UNIDAD EDUCATIVA DR SEGUNDO WONG MAYORGA,LOS RIOS,12,BUENA FE,1210,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,211,8,11,LOS RIOS,BUENA FE,19
2023-2024 INICIO,03H00575,UNIDAD EDUCATIVA DR TOMAS RENDON SOLANO,CAÑAR,3,LA TRONCAL,304,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,983,24,24,CANAR,LA TRONCAL,48
2023-2024 INICIO,05H00194,UNIDAD EDUCATIVA DR TRAJANO NARANJO ITURRALDE,COTOPAXI,5,LATACUNGA,501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1046,81,18,COTOPAXI,LATACUNGA,99
2023-2024 INICIO,12H01461,UNIDAD EDUCATIVA DR VICTOR EMILIO ESTRADA,LOS RIOS,12,VINCES,1208,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,502,21,19,LOS RIOS,VINCES,40
2023-2024 INICIO,23H00831,UNIDAD EDUCATIVA DR WENCESLAO PAREJA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,397,13,10,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,23
2023-2024 INICIO,13H00889,UNIDAD EDUCATIVA DR WILFRIDO LOOR MOREIRA,MANABI,13,BOLIVAR,1302,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,733,28,20,MANABI,BOLIVAR,48
2023-2024 INICIO,11H01533,UNIDAD EDUCATIVA DR ZOILO RODRIGUEZ,LOJA,11,SOZORANGA,1112,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,189,9,5,LOJA,SOZORANGA,14
2023-2024 INICIO,09H04604,UNIDAD EDUCATIVA DR. EDUARDO GRANJA GARCES,GUAYAS,9,PEDRO CARBO,914,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,2691,239,224,GUAYAS,PEDRO CARBO,463
2023-2024 INICIO,09H03281,UNIDAD EDUCATIVA DRA MATILDE HIDALGO DE PROCEL,GUAYAS,9,PEDRO CARBO,914,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,512,35,37,GUAYAS,PEDRO CARBO,72
2023-2024 INICIO,09H01360,UNIDAD EDUCATIVA DUPLOS,GUAYAS,9,DAULE,906,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,400,7,3,GUAYAS,DAULE,10
2023-2024 INICIO,21H00169,UNIDAD EDUCATIVA DURENO,SUCUMBIOS,21,LAGO AGRIO,2101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,505,12,24,SUCUMBIOS,LAGO AGRIO,36
2023-2024 INICIO,12H00109,UNIDAD EDUCATIVA ECOMUNDO,LOS RIOS,12,BABAHOYO,1201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,1142,42,41,LOS RIOS,BABAHOYO,83
2023-2024 INICIO,04H00131,UNIDAD EDUCATIVA ECUADOR,CARCHI,4,TULCAN,401,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,616,7,15,CARCHI,TULCAN,22
2023-2024 INICIO,12H00342,UNIDAD EDUCATIVA ECUADOR,LOS RIOS,12,BABAHOYO,1201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1215,26,41,LOS RIOS,BABAHOYO,67
2023-2024 INICIO,09H03230,UNIDAD EDUCATIVA ECUADOR AMAZONICO,GUAYAS,9,DAULE,906,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1697,87,48,GUAYAS,DAULE,135
2023-2024 INICIO,09H05137,UNIDAD EDUCATIVA ECUADOR PAIS AMAZONICO,GUAYAS,9,CORONEL MARCELINO MARIDUEÑA,923,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,493,15,11,GUAYAS,CORONEL MARCELINO MARIDUENA,26
2023-2024 INICIO,09H04533,UNIDAD EDUCATIVA ECUATORIANA AUSTRIACA,GUAYAS,9,PEDRO CARBO,914,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,482,18,20,GUAYAS,PEDRO CARBO,38
2023-2024 INICIO,11H00577,UNIDAD EDUCATIVA EDMUNDO CEVALLOS AGUIRRE,LOJA,11,CALVAS,1102,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,58,3,4,LOJA,CALVAS,7
2023-2024 INICIO,01H00792,UNIDAD EDUCATIVA EDUARDO CRESPO MALO,AZUAY,1,CUENCA,101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,272,13,5,AZUAY,CUENCA,18
2023-2024 INICIO,09H03999,UNIDAD EDUCATIVA EDUARDO KINGMAN,GUAYAS,9,MILAGRO,910,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,692,14,22,GUAYAS,MILAGRO,36
2023-2024 INICIO,09H06219,UNIDAD EDUCATIVA EDUCAMUNDO,GUAYAS,9,DAULE,906,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,941,19,17,GUAYAS,DAULE,36
2023-2024 INICIO,04H00217,UNIDAD EDUCATIVA EL ANGEL,CARCHI,4,ESPEJO,403,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,979,24,36,CARCHI,ESPEJO,60
2023-2024 INICIO,04H00068,UNIDAD EDUCATIVA EL CARMELO,CARCHI,4,TULCAN,401,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,260,10,9,CARCHI,TULCAN,19
2023-2024 INICIO,13H01438,UNIDAD EDUCATIVA EL CARMEN,MANABI,13,EL CARMEN,1304,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,3129,145,158,MANABI,EL CARMEN,303
2023-2024 INICIO,11H00330,UNIDAD EDUCATIVA EL CISNE,LOJA,11,LOJA,1101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,115,8,6,LOJA,LOJA,14
2023-2024 INICIO,05H01056,UNIDAD EDUCATIVA EL COSMOPOLITA JUAN MONTALVO,COTOPAXI,5,SIGCHOS,507,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,140,8,10,COTOPAXI,SIGCHOS,18
2023-2024 INICIO,13H01758,UNIDAD EDUCATIVA EL DESCANSO DE LOS ROMEROS,MANABI,13,FLAVIO ALFARO,1305,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,181,11,7,MANABI,FLAVIO ALFARO,18
2023-2024 INICIO,09H03803,UNIDAD EDUCATIVA EL EMPALME,GUAYAS,9,EL EMPALME,908,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,3124,230,281,GUAYAS,EL EMPALME,511
2023-2024 INICIO,23H00624,UNIDAD EDUCATIVA EL ESFUERZO,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,260,24,31,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,55
2023-2024 INICIO,11H01347,UNIDAD EDUCATIVA EL LIMO,LOJA,11,PUYANGO,1110,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,243,10,19,LOJA,PUYANGO,29
2023-2024 INICIO,18H00322,UNIDAD EDUCATIVA EL ORO,TUNGURAHUA,18,AMBATO,1801,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,975,22,18,TUNGURAHUA,AMBATO,40
2023-2024 INICIO,01H01481,UNIDAD EDUCATIVA EL PAN,AZUAY,1,EL PAN,112,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,318,15,9,AZUAY,EL PAN,24
2023-2024 INICIO,21H00653,UNIDAD EDUCATIVA EL PLAYON,SUCUMBIOS,21,SUCUMBIOS,2105,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,292,24,11,SUCUMBIOS,SUCUMBIOS,35
2023-2024 INICIO,19H00423,UNIDAD EDUCATIVA EL PORVENIR,ZAMORA CHINCHIPE,19,PALANDA,1908,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,131,4,7,ZAMORA CHINCHIPE,PALANDA,11
2023-2024 INICIO,01H01126,UNIDAD EDUCATIVA EL PROGRESO,AZUAY,1,NABON,104,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,91,5,5,AZUAY,NABON,10
2023-2024 INICIO,13H01058,UNIDAD EDUCATIVA EL PUEBLITO,MANABI,13,CHONE,1303,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,30,2,3,MANABI,CHONE,5
2023-2024 INICIO,03H00579,UNIDAD EDUCATIVA EL TAMBO,CAÑAR,3,EL TAMBO,305,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,632,64,52,CANAR,EL TAMBO,116
2023-2024 INICIO,09H04058,UNIDAD EDUCATIVA EL TRIUNFO,GUAYAS,9,EL TRIUNFO,909,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1807,154,196,GUAYAS,EL TRIUNFO,350
2023-2024 INICIO,18H00419,UNIDAD EDUCATIVA EL TRIUNFO,TUNGURAHUA,18,PATATE,1805,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,107,9,9,TUNGURAHUA,PATATE,18
2023-2024 INICIO,23H00828,UNIDAD EDUCATIVA ELADIO ROLDÓS BARREIRO,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,2023,49,60,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,109
2023-2024 INICIO,13H01948,UNIDAD EDUCATIVA ELEODORO GONZALEZ CAÑARTE,MANABI,13,JIPIJAPA,1306,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,472,15,13,MANABI,JIPIJAPA,28
2023-2024 INICIO,13H01427,UNIDAD EDUCATIVA ELIAS CEDEÑO JERVES,MANABI,13,EL CARMEN,1304,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,606,15,13,MANABI,EL CARMEN,28
2023-2024 INICIO,15H00004,UNIDAD EDUCATIVA ELICIO OLALLA PROAÑO,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,198,9,6,NAPO,TENA,15
2023-2024 INICIO,24H00117,UNIDAD EDUCATIVA ELISA AYALA GONZALEZ,SANTA ELENA,24,SANTA ELENA,2401,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,544,29,33,SANTA ELENA,SANTA ELENA,62
2023-2024 INICIO,18H00048,UNIDAD EDUCATIVA ELITE EDUCATIVA CELITE,TUNGURAHUA,18,AMBATO,1801,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,358,11,10,TUNGURAHUA,AMBATO,21
2023-2024 INICIO,09H05033,UNIDAD EDUCATIVA ELOY ALFARO,GUAYAS,9,SAN JACINTO DE YAGUACHI,920,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1599,62,62,GUAYAS,SAN JACINTO DE YAGUACHI,124
2023-2024 INICIO,10H00570,UNIDAD EDUCATIVA ELOY ALFARO,IMBABURA,10,SAN MIGUEL DE URCUQUI,1006,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,438,5,8,IMBABURA,SAN MIGUEL DE URCUQUI,13
2023-2024 INICIO,11H00547,UNIDAD EDUCATIVA ELOY ALFARO,LOJA,11,CALVAS,1102,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,686,55,46,LOJA,CALVAS,101
2023-2024 INICIO,12H00928,UNIDAD EDUCATIVA ELOY ALFARO,LOS RIOS,12,QUEVEDO,1205,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1934,168,159,LOS RIOS,QUEVEDO,327
2023-2024 INICIO,13H00942,UNIDAD EDUCATIVA ELOY ALFARO,MANABI,13,CHONE,1303,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1357,70,71,MANABI,CHONE,141
2023-2024 INICIO,23H00083,UNIDAD EDUCATIVA ELOY ALFARO,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1828,112,134,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,246
2023-2024 INICIO,15H00012,UNIDAD EDUCATIVA ELOY BAQUERO LUGO,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,369,13,7,NAPO,TENA,20
2023-2024 INICIO,09H03205,UNIDAD EDUCATIVA ELOY RUGEL ARAGUNDI,GUAYAS,9,DAULE,906,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1330,38,27,GUAYAS,DAULE,65
2023-2024 INICIO,24H00230,UNIDAD EDUCATIVA ELOY VELASQUEZ CEVALLOS,SANTA ELENA,24,LA LIBERTAD,2402,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,105,7,7,SANTA ELENA,LA LIBERTAD,14
2023-2024 INICIO,13H01977,UNIDAD EDUCATIVA ELOY VELAZQUEZ CEVALLOS,MANABI,13,JIPIJAPA,1306,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,143,11,7,MANABI,JIPIJAPA,18
2023-2024 INICIO,12H00067,UNIDAD EDUCATIVA EMIGDIO ESPARZA MORENO,LOS RIOS,12,BABAHOYO,1201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,2389,76,95,LOS RIOS,BABAHOYO,171
2023-2024 INICIO,11H00693,UNIDAD EDUCATIVA EMILIANO ABENDAÑO GONZALEZ,LOJA,11,CATAMAYO,1103,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,118,9,2,LOJA,CATAMAYO,11
2023-2024 INICIO,01H01289,UNIDAD EDUCATIVA EMILIANO HINOSTROZA,AZUAY,1,SANTA ISABEL,108,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,161,6,5,AZUAY,SANTA ISABEL,11
2023-2024 INICIO,11H01466,UNIDAD EDUCATIVA EMILIANO ORTEGA ESPINOZA,LOJA,11,CATAMAYO,1103,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1240,73,72,LOJA,CATAMAYO,145
2023-2024 INICIO,08H00825,UNIDAD EDUCATIVA EMILIO ESTRADA CARMONA,ESMERALDAS,8,QUININDE,804,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,295,1,3,ESMERALDAS,QUININDE,4
2023-2024 INICIO,09H05015,UNIDAD EDUCATIVA EMILIO ISAIAS ABIHANNA,GUAYAS,9,SAN JACINTO DE YAGUACHI,920,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1200,85,88,GUAYAS,SAN JACINTO DE YAGUACHI,173
2023-2024 INICIO,05H00658,UNIDAD EDUCATIVA EMILIO TERAN,COTOPAXI,5,SALCEDO,505,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,533,23,25,COTOPAXI,SALCEDO,48
2023-2024 INICIO,12H00228,UNIDAD EDUCATIVA ENEIDA UQUILLAS DE ROJAS,LOS RIOS,12,BABAHOYO,1201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,635,16,15,LOS RIOS,BABAHOYO,31
2023-2024 INICIO,07H00908,UNIDAD EDUCATIVA ENRIQUE COELLO LECARO,EL ORO,7,PASAJE,709,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,242,12,12,EL ORO,PASAJE,24
2023-2024 INICIO,09H04773,UNIDAD EDUCATIVA ENRIQUE LOPEZ LASCANO,GUAYAS,9,SANTA LUCIA,918,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1244,49,37,GUAYAS,SANTA LUCIA,86
2023-2024 INICIO,01H00597,UNIDAD EDUCATIVA ENRIQUE MALO ANDRADE,AZUAY,1,CUENCA,101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,402,10,11,AZUAY,CUENCA,21
2023-2024 INICIO,12H00824,UNIDAD EDUCATIVA ENRIQUE PONCE LUQUE,LOS RIOS,12,QUEVEDO,1205,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,520,33,47,LOS RIOS,QUEVEDO,80
2023-2024 INICIO,12H01806,UNIDAD EDUCATIVA ERCILIA DE MARTINEZ,LOS RIOS,12,VALENCIA,1211,BACHILLERATO Y OFERTAS INTENSIVAS,FISCAL,260,23,19,LOS RIOS,VALENCIA,42
2023-2024 INICIO,23H00202,UNIDAD EDUCATIVA ERNESTO ALBAN MOSQUERA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1301,32,29,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,61
2023-2024 INICIO,01H01373,UNIDAD EDUCATIVA ERNESTO LOPEZ,AZUAY,1,SIGSIG,109,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,234,10,10,AZUAY,SIGSIG,20
2023-2024 INICIO,10H00415,UNIDAD EDUCATIVA ESCUELA DEL FUTURO,IMBABURA,10,OTAVALO,1004,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,319,9,17,IMBABURA,OTAVALO,26
2023-2024 INICIO,08H00957,UNIDAD EDUCATIVA ESMERALDAS,IMBABURA,10,COTACACHI,1003,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1010,73,44,IMBABURA,COTACACHI,117
2023-2024 INICIO,08H00043,UNIDAD EDUCATIVA ESMERALDAS LIBRE,ESMERALDAS,8,ESMERALDAS,801,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,701,18,6,ESMERALDAS,ESMERALDAS,24
2023-2024 INICIO,01H00227,UNIDAD EDUCATIVA ESPECIAL AGUSTIN CUEVA TAMARIZ,AZUAY,1,CUENCA,101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,207,11,6,AZUAY,CUENCA,17
2023-2024 INICIO,23H00131,UNIDAD EDUCATIVA ESPECIAL FISCOMISIONAL FE Y ALEGRIA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCOMISIONAL,175,16,3,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,19
2023-2024 INICIO,01H01789,UNIDAD EDUCATIVA ESPECIAL IPCA,AZUAY,1,CUENCA,101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCOMISIONAL,95,10,3,AZUAY,CUENCA,13
2023-2024 INICIO,08H01524,UNIDAD EDUCATIVA ESPECIAL NIXON RAUL ARAY ORTIZ,ESMERALDAS,8,ATACAMES,806,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,123,4,3,ESMERALDAS,ATACAMES,7
2023-2024 INICIO,13H00320,UNIDAD EDUCATIVA ESPECIALIZADA MARÍA BUITRÓN DE ZUMARRAGA,MANABI,13,PORTOVIEJO,1301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,139,13,5,MANABI,PORTOVIEJO,18
2023-2024 INICIO,05H00048,UNIDAD EDUCATIVA ESPECIALIZADA DE COTOPAXI,COTOPAXI,5,LATACUNGA,501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,135,3,6,COTOPAXI,LATACUNGA,9
2023-2024 INICIO,07H00255,UNIDAD EDUCATIVA ESPECIALIZADA EL ORO,EL ORO,7,MACHALA,701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,121,10,7,EL ORO,MACHALA,17
