anio_lectivo,amie,nombre_institucion,provincia,cod_provincia,canton,cod_canton,nivel_educacion,sostenimiento,total_estudiantes,bach_3_masculino,bach_3_femenino,provincia_normalizada,canton_normalizado,bachilleres_3ro
2023-2024 INICIO,12H02517,UNIDAD EDUCATIVA DEL MILENIO CARMELINA GRANJA VILLANUEVA,LOS RIOS,12,QUEVEDO,1205,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1021,29,39,LOS RIOS,QUEVEDO,68
2023-2024 INICIO,11H02034,UNIDAD EDUCATIVA DEL MILENIO CELICA,LOJA,11,CELICA,1104,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,776,41,25,LOJA,CELICA,66
2023-2024 INICIO,21H00130,UNIDAD EDUCATIVA DEL MILENIO DR CAMILO GALLEGOS DOMINGUEZ,SUCUMBIOS,21,LAGO AGRIO,2101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,3493,109,164,SUCUMBIOS,LAGO AGRIO,273
2023-2024 INICIO,13H04442,UNIDAD EDUCATIVA DEL MILENIO DRA GUADALUPE LARRIVA,MANABI,13,JARAMIJO,1321,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,2168,75,80,MANABI,JARAMIJO,155
2023-2024 INICIO,11H02026,UNIDAD EDUCATIVA DEL MILENIO EL TAMBO,LOJA,11,CATAMAYO,1103,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,425,18,20,LOJA,CATAMAYO,38
2023-2024 INICIO,01H02002,UNIDAD EDUCATIVA DEL MILENIO FRANCISCO FEBRES CORDERO,AZUAY,1,CUENCA,101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1914,102,62,AZUAY,CUENCA,164
2023-2024 INICIO,03H00795,UNIDAD EDUCATIVA DEL MILENIO GRAL. ELOY ALFARO DELGADO,CAÑAR,3,LA TRONCAL,304,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1308,34,38,CANAR,LA TRONCAL,72
2023-2024 INICIO,06H01046,UNIDAD EDUCATIVA DEL MILENIO GUANO,CHIMBORAZO,6,GUANO,607,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,427,14,27,CHIMBORAZO,GUANO,41
2023-2024 INICIO,06H01004,UNIDAD EDUCATIVA DEL MILENIO GUARDIANA DE LA LENGUA 27 DE FEBRERO,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,498,30,32,CHIMBORAZO,GUAMOTE,62
2023-2024 INICIO,19H00618,UNIDAD EDUCATIVA DEL MILENIO GUAYZIMI,ZAMORA CHINCHIPE,19,NANGARITZA,1903,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,773,28,26,ZAMORA CHINCHIPE,NANGARITZA,54
2023-2024 INICIO,09H06656,UNIDAD EDUCATIVA DEL MILENIO ILEANA ESPINEL CEDEÑO,GUAYAS,9,GUAYAQUIL,901,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1906,77,77,GUAYAS,GUAYAQUIL,154
2023-2024 INICIO,18B00035,UNIDAD EDUCATIVA DEL MILENIO INTERCULTURAL BILINGÜE PUEBLO KISAPINCHA,TUNGURAHUA,18,AMBATO,1801,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,271,6,9,TUNGURAHUA,AMBATO,15
2023-2024 INICIO,21B00173,UNIDAD EDUCATIVA DEL MILENIO INTERCULTURAL BILINGUE VICTOR DAVALOS,SUCUMBIOS,21,CUYABENO,2107,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,163,3,1,SUCUMBIOS,CUYABENO,4
2023-2024 INICIO,18B00011,UNIDAD EDUCATIVA DEL MILENIO INTERCULTURAL BILINGUE CHIBULEO GUARDIANA,TUNGURAHUA,18,AMBATO,1801,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,449,17,10,TUNGURAHUA,AMBATO,27
2023-2024 INICIO,21B00007,UNIDAD EDUCATIVA DEL MILENIO INTERCULTURAL BILINGÜE HATUN SACHA,SUCUMBIOS,21,LAGO AGRIO,2101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,946,15,29,SUCUMBIOS,LAGO AGRIO,44
2023-2024 INICIO,16B00176,UNIDAD EDUCATIVA DEL MILENIO INTERCULTURAL BILINGÜE TOÑE,PASTAZA,16,ARAJUNO,1604,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,108,4,2,PASTAZA,ARAJUNO,6
2023-2024 INICIO,02H00131,UNIDAD EDUCATIVA DEL MILENIO INTERCULTURAL SALINAS,BOLIVAR,2,GUARANDA,201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,573,19,25,BOLIVAR,GUARANDA,44
2023-2024 INICIO,12H01237,UNIDAD EDUCATIVA DEL MILENIO JOSE DE SAN MARTIN,LOS RIOS,12,VENTANAS,1207,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,901,43,34,LOS RIOS,VENTANAS,77
2023-2024 INICIO,07H00741,UNIDAD EDUCATIVA DEL MILENIO LIC OLGA CAMPOVERDE C,EL ORO,7,HUAQUILLAS,707,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1085,34,25,EL ORO,HUAQUILLAS,59
2023-2024 INICIO,17H03625,UNIDAD EDUCATIVA DEL MILENIO LIC.RAFAEL FIALLOS GUEVARA,PICHINCHA,17,PEDRO VICENTE MALDONADO,1708,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,711,13,18,PICHINCHA,PEDRO VICENTE MALDONADO,31
2023-2024 INICIO,21H00383,UNIDAD EDUCATIVA DEL MILENIO LUMBAQUI,SUCUMBIOS,21,GONZALO PIZARRO,2102,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1515,59,57,SUCUMBIOS,GONZALO PIZARRO,116
2023-2024 INICIO,08H00976,UNIDAD EDUCATIVA DEL MILENIO MALIMPIA,ESMERALDAS,8,QUININDE,804,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,684,16,24,ESMERALDAS,QUININDE,40
2023-2024 INICIO,01H02001,UNIDAD EDUCATIVA DEL MILENIO MANUEL J. CALLE,AZUAY,1,CUENCA,101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,2331,92,86,AZUAY,CUENCA,178
2023-2024 INICIO,01H02003,UNIDAD EDUCATIVA DEL MILENIO MANUELA GARAICOA DE CALDERON,AZUAY,1,CUENCA,101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,2905,76,172,AZUAY,CUENCA,248
2023-2024 INICIO,03H00741,UNIDAD EDUCATIVA DEL MILENIO NELA MARTINEZ ESPINOSA,CAÑAR,3,LA TRONCAL,304,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1133,42,41,CANAR,LA TRONCAL,83
2023-2024 INICIO,14H00394,UNIDAD EDUCATIVA DEL MILENIO NUEVA GENERACIÓN,MORONA SANTIAGO,14,SAN JUAN BOSCO,1408,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,451,15,25,MORONA SANTIAGO,SAN JUAN BOSCO,40
2023-2024 INICIO,01H01870,UNIDAD EDUCATIVA DEL MILENIO PAIGUARA,AZUAY,1,GUALACEO,103,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,610,12,21,AZUAY,GUALACEO,33
2023-2024 INICIO,21H00578,UNIDAD EDUCATIVA DEL MILENIO PEDRO VICENTE MALDONADO,SUCUMBIOS,21,SHUSHUFINDI,2104,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,241,7,13,SUCUMBIOS,SHUSHUFINDI,20
2023-2024 INICIO,06H01261,UNIDAD EDUCATIVA DEL MILENIO PENIPE,CHIMBORAZO,6,PENIPE,609,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,775,35,31,CHIMBORAZO,PENIPE,66
2023-2024 INICIO,01H02008,UNIDAD EDUCATIVA DEL MILENIO QUINGEO,AZUAY,1,CUENCA,101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,889,36,40,AZUAY,CUENCA,76
2023-2024 INICIO,21H00226,UNIDAD EDUCATIVA DEL MILENIO RAFAEL RODRIGUEZ PALACIOS,SUCUMBIOS,21,LAGO AGRIO,2101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,500,7,11,SUCUMBIOS,LAGO AGRIO,18
2023-2024 INICIO,04H00504,UNIDAD EDUCATIVA DEL MILENIO SAN GABRIEL DE PIQUIUCHO.,CARCHI,4,BOLIVAR,402,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,346,12,13,CARCHI,BOLIVAR,25
2023-2024 INICIO,21H00405,UNIDAD EDUCATIVA DEL MILENIO SAN MIGUEL DE PUTUMAYO,SUCUMBIOS,21,PUTUMAYO,2103,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,987,53,60,SUCUMBIOS,PUTUMAYO,113
2023-2024 INICIO,18H00603,UNIDAD EDUCATIVA DEL MILENIO SANTIAGO DE PÍLLARO,TUNGURAHUA,18,SANTIAGO DE PILLARO,1808,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,452,11,7,TUNGURAHUA,SANTIAGO DE PILLARO,18
2023-2024 INICIO,01H02006,UNIDAD EDUCATIVA DEL MILENIO SAYAUSI,AZUAY,1,CUENCA,101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1984,54,56,AZUAY,CUENCA,110
2023-2024 INICIO,05H00716,UNIDAD EDUCATIVA DEL MILENIO SIGCHOS,COTOPAXI,5,SIGCHOS,507,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1356,63,70,COTOPAXI,SIGCHOS,133
2023-2024 INICIO,12H02611,UNIDAD EDUCATIVA DEL MILENIO SIMON BOLIVAR,LOS RIOS,12,BABAHOYO,1201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1246,47,48,LOS RIOS,BABAHOYO,95
2023-2024 INICIO,08H02258,UNIDAD EDUCATIVA DEL MILENIO SIMON PLATA TORRES,ESMERALDAS,8,ESMERALDAS,801,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1041,23,44,ESMERALDAS,ESMERALDAS,67
2023-2024 INICIO,10H00621,UNIDAD EDUCATIVA DEL MILENIO SUMAK YACHANA WASI,IMBABURA,10,COTACACHI,1003,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,411,13,19,IMBABURA,COTACACHI,32
2023-2024 INICIO,16H00123,UNIDAD EDUCATIVA DEL MILENIO TARQUI,PASTAZA,16,PASTAZA,1601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,600,5,10,PASTAZA,PASTAZA,15
2023-2024 INICIO,01H00918,UNIDAD EDUCATIVA DEL MILENIO VICTORIA DEL PORTETE,AZUAY,1,CUENCA,101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1101,23,28,AZUAY,CUENCA,51
2023-2024 INICIO,10H00536,UNIDAD EDUCATIVA DEL MILENIO YACHAY,IMBABURA,10,SAN MIGUEL DE URCUQUI,1006,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,691,36,17,IMBABURA,SAN MIGUEL DE URCUQUI,53
2023-2024 INICIO,13H02468,UNIDAD EDUCATIVA DEL PACIFICO,MANABI,13,MANTA,1308,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,177,9,5,MANABI,MANTA,14
2023-2024 INICIO,05H00503,UNIDAD EDUCATIVA DELIA IBARRA DE VELASCO,COTOPAXI,5,PUJILI,504,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,493,16,24,COTOPAXI,PUJILI,40
2023-2024 INICIO,13H02999,UNIDAD EDUCATIVA DEMETRIO AGUILERA MALTA,MANABI,13,PICHINCHA,1311,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,83,2,6,MANABI,PICHINCHA,8
2023-2024 INICIO,10H00400,UNIDAD EDUCATIVA DIEZ DE AGOSTO,IMBABURA,10,OTAVALO,1004,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1717,43,40,IMBABURA,OTAVALO,83
2023-2024 INICIO,12H00597,UNIDAD EDUCATIVA DIEZ DE AGOSTO,LOS RIOS,12,MONTALVO,1203,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1274,98,106,LOS RIOS,MONTALVO,204
2023-2024 INICIO,05H00568,UNIDAD EDUCATIVA DIGNA MARIA BEATRIZ CERDA NETO,COTOPAXI,5,PUJILI,504,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,444,14,16,COTOPAXI,PUJILI,30
2023-2024 INICIO,10H00085,"UNIDAD EDUCATIVA DIOCESANA ""BILINGÜE""",IMBABURA,10,IBARRA,1001,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,405,26,14,IMBABURA,IBARRA,40
2023-2024 INICIO,10H00432,UNIDAD EDUCATIVA DIOCESANA SAN LUIS,IMBABURA,10,OTAVALO,1004,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,252,14,3,IMBABURA,OTAVALO,17
2023-2024 INICIO,09H06084,UNIDAD EDUCATIVA DISTANCIA DR. EUGENIO ESPEJO EXTENCION O7U,GUAYAS,9,GUAYAQUIL,901,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,PARTICULAR,231,60,55,GUAYAS,GUAYAQUIL,115
2023-2024 INICIO,23H00061,UNIDAD EDUCATIVA DISTRITO METROPOLITANO,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,2368,96,110,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,206
2023-2024 INICIO,19H00102,UNIDAD EDUCATIVA DOCE DE OCTUBRE,ZAMORA CHINCHIPE,19,ZAMORA,1901,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,87,3,2,ZAMORA CHINCHIPE,ZAMORA,5
2023-2024 INICIO,13H02996,UNIDAD EDUCATIVA DOCE DE FEBRERO,MANABI,13,PICHINCHA,1311,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,84,4,2,MANABI,PICHINCHA,6
2023-2024 INICIO,16H00142,UNIDAD EDUCATIVA DOCE DE FEBRERO,PASTAZA,16,PASTAZA,1601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,378,9,6,PASTAZA,PASTAZA,15
2023-2024 INICIO,13H00309,UNIDAD EDUCATIVA DOCE DE MARZO,MANABI,13,PORTOVIEJO,1301,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,384,33,27,MANABI,PORTOVIEJO,60
2023-2024 INICIO,09H04056,UNIDAD EDUCATIVA DOCE DE OCTUBRE,GUAYAS,9,EL TRIUNFO,909,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,472,14,16,GUAYAS,EL TRIUNFO,30
2023-2024 INICIO,09H05118,UNIDAD EDUCATIVA DOCTOR ANTONIO PARRA VELASCO,GUAYAS,9,SIMON BOLIVAR,922,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,1880,63,74,GUAYAS,SIMON BOLIVAR,137
2023-2024 INICIO,22H00227,UNIDAD EDUCATIVA DOCTOR BENJAMIN CARRION,ORELLANA,22,ORELLANA,2201,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,118,5,2,ORELLANA,ORELLANA,7
2023-2024 INICIO,18H00338,UNIDAD EDUCATIVA DOCTOR MISAEL ACOSTA SOLIS,TUNGURAHUA,18,BAÑOS DE AGUA SANTA,1802,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,782,28,31,TUNGURAHUA,BANOS DE AGUA SANTA,59
2023-2024 INICIO,24H00281,UNIDAD EDUCATIVA DOLORES ELENA CABRERA QUELAL,SANTA ELENA,24,SALINAS,2403,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,931,76,64,SANTA ELENA,SALINAS,140
2023-2024 INICIO,01H00112,UNIDAD EDUCATIVA DOLORES J TORRES,AZUAY,1,CUENCA,101,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,956,18,66,AZUAY,CUENCA,84
2023-2024 INICIO,03H00506,UNIDAD EDUCATIVA DOLORES VEINTIMILLA DE GALINDO,CAÑAR,3,LA TRONCAL,304,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,698,31,68,CANAR,LA TRONCAL,99
2023-2024 INICIO,18H00478,UNIDAD EDUCATIVA DOMINGO FAUSTINO SARMIENTO,TUNGURAHUA,18,SAN PEDRO DE PELILEO,1807,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1845,45,40,TUNGURAHUA,SAN PEDRO DE PELILEO,85
2023-2024 INICIO,01H00833,UNIDAD EDUCATIVA DORA BEATRIZ CANELOS,AZUAY,1,CUENCA,101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,281,6,6,AZUAY,CUENCA,12
2023-2024 INICIO,23H00127,UNIDAD EDUCATIVA DOS DE MAYO,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,709,17,20,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,37
2023-2024 INICIO,13H05373,UNIDAD EDUCATIVA DOUGLAS OCTAVIO SOLORZANO VERA,MANABI,13,CHONE,1303,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,292,5,7,MANABI,CHONE,12
2023-2024 INICIO,08H01144,UNIDAD EDUCATIVA DR ANDRES F CORDOVA,SANTO DOMINGO DE LOS TSACHILAS,23,LA CONCORDIA,2302,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1214,47,29,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,76
2023-2024 INICIO,12H00912,UNIDAD EDUCATIVA DR MANUEL QUINTANA MIRANDA,LOS RIOS,12,QUEVEDO,1205,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,139,6,11,LOS RIOS,QUEVEDO,17
2023-2024 INICIO,18H00513,UNIDAD EDUCATIVA DR ALBERTO GOMEZ,TUNGURAHUA,18,SAN PEDRO DE PELILEO,1807,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,264,7,8,TUNGURAHUA,SAN PEDRO DE PELILEO,15
2023-2024 INICIO,02H00644,UNIDAD EDUCATIVA DR ALFREDO NOBOA MONTENEGRO,BOLIVAR,2,CALUMA,206,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,205,9,9,BOLIVAR,CALUMA,18
2023-2024 INICIO,23H00689,UNIDAD EDUCATIVA DR ALFREDO PAREJA DIEZCANSECO,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,1884,151,185,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,336
2023-2024 INICIO,06H01032,UNIDAD EDUCATIVA DR ALFREDO PEREZ GUERRERO,CHIMBORAZO,6,GUANO,607,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,947,27,21,CHIMBORAZO,GUANO,48
2023-2024 INICIO,12H01307,UNIDAD EDUCATIVA DR ANTONIO ANDRADE FAJARDO,LOS RIOS,12,VINCES,1208,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,480,52,43,LOS RIOS,VINCES,95
2023-2024 INICIO,18H00525,UNIDAD EDUCATIVA DR BENIGNO MALO,TUNGURAHUA,18,SAN PEDRO DE PELILEO,1807,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,156,2,8,TUNGURAHUA,SAN PEDRO DE PELILEO,10
2023-2024 INICIO,12H01142,UNIDAD EDUCATIVA DR CAMILO GALLEGOS DOMINGUEZ,LOS RIOS,12,VENTANAS,1207,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",PARTICULAR,460,22,13,LOS RIOS,VENTANAS,35
2023-2024 INICIO,17H02524,UNIDAD EDUCATIVA DR CARLOS FERNANDO ALOMOTO AYALA,PICHINCHA,17,SAN MIGUEL DE LOS BANCOS,1707,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,375,19,14,PICHINCHA,SAN MIGUEL DE LOS BANCOS,33
2023-2024 INICIO,11H01230,UNIDAD EDUCATIVA DR CARLOS MANUEL ESPINOZA ESPINOZA,LOJA,11,PALTAS,1109,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,103,5,1,LOJA,PALTAS,6
2023-2024 INICIO,09H04582,UNIDAD EDUCATIVA DR CARLOS MONTEVERDE ROMERO,GUAYAS,9,PEDRO CARBO,914,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1965,78,63,GUAYAS,PEDRO CARBO,141
2023-2024 INICIO,13H05165,UNIDAD EDUCATIVA DR CARLOS ROMO DAVILA,MANABI,13,FLAVIO ALFARO,1305,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,954,31,30,MANABI,FLAVIO ALFARO,61
2023-2024 INICIO,23H00407,UNIDAD EDUCATIVA DR CARLOS RUFINO MARIN,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1051,17,16,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,33
2023-2024 INICIO,24H00172,UNIDAD EDUCATIVA DR CESAREO LINDAO GONZÁLEZ,SANTA ELENA,24,SANTA ELENA,2401,"EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,206,13,7,SANTA ELENA,SANTA ELENA,20
2023-2024 INICIO,13H02742,UNIDAD EDUCATIVA DR DANIEL ACOSTA ROSALES,MANABI,13,MONTECRISTI,1309,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,1261,63,55,MANABI,MONTECRISTI,118
2023-2024 INICIO,06H00987,UNIDAD EDUCATIVA DR EMILIO UZCATEGUI,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,938,29,38,CHIMBORAZO,GUAMOTE,67
2023-2024 INICIO,03H00505,UNIDAD EDUCATIVA DR ENRIQUE NOBOA ARIZAGA,CAÑAR,3,LA TRONCAL,304,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,861,78,121,CANAR,LA TRONCAL,199
2023-2024 INICIO,07H01268,UNIDAD EDUCATIVA DR ERNESTO A CASTRO,EL ORO,7,ZARUMA,713,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,219,7,6,EL ORO,ZARUMA,13
2023-2024 INICIO,02H00063,UNIDAD EDUCATIVA DR FACUNDO VELA,BOLIVAR,2,GUARANDA,201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,306,12,14,BOLIVAR,GUARANDA,26
2023-2024 INICIO,24H00017,UNIDAD EDUCATIVA DR FELIX ISAIAS SARMIENTO NUÑEZ,SANTA ELENA,24,SANTA ELENA,2401,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,274,19,18,SANTA ELENA,SANTA ELENA,37
2023-2024 INICIO,13H01108,UNIDAD EDUCATIVA DR GONZALO ABAD GRIJALVA,MANABI,13,CHONE,1303,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,560,22,20,MANABI,CHONE,42
2023-2024 INICIO,06H01216,UNIDAD EDUCATIVA DR GONZALO OLEAS ZAMBRANO,CHIMBORAZO,6,PALLATANGA,608,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,114,6,7,CHIMBORAZO,PALLATANGA,13
2023-2024 INICIO,02H00669,UNIDAD EDUCATIVA DR GONZALO TAPIA GAIBOR,BOLIVAR,2,LAS NAVES,207,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,141,3,5,BOLIVAR,LAS NAVES,8
